customer_id,address,postcode,state,country,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,customer_type,name
177.0,82520 Mifflin Drive,2333,NSW,Australia,5,Ondrea,Pablos,Female,25,1989-11-09 00:00:00,Professor,Financial Services,High Net Worth,N,No,4.0,16918.0,2.0,2017-06-22,True,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487.0,old,Ondrea Pablos
177.0,82520 Mifflin Drive,2333,NSW,Australia,5,Ondrea,Pablos,Female,25,1989-11-09 00:00:00,Professor,Financial Services,High Net Worth,N,No,4.0,18703.0,0.0,2017-06-06,True,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339.0,old,Ondrea Pablos
179.0,4 Dayton Terrace,2280,NSW,Australia,9,Esteban,Sewill,Male,23,1966-05-11 00:00:00,Environmental Tech,Manufacturing,High Net Worth,N,Yes,6.0,6612.0,1.0,2017-08-09,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,41533.0,old,Esteban Sewill
179.0,4 Dayton Terrace,2280,NSW,Australia,9,Esteban,Sewill,Male,23,1966-05-11 00:00:00,Environmental Tech,Manufacturing,High Net Worth,N,Yes,6.0,11439.0,0.0,2017-11-20,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334.0,old,Esteban Sewill
179.0,4 Dayton Terrace,2280,NSW,Australia,9,Esteban,Sewill,Male,23,1966-05-11 00:00:00,Environmental Tech,Manufacturing,High Net Worth,N,Yes,6.0,12321.0,98.0,2017-01-13,True,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,40779.0,old,Esteban Sewill
180.0,216 Barnett Junction,4120,QLD,Australia,8,Trisha,Neasham,Female,16,1971-09-17 00:00:00,Web Designer III,Argiculture,Affluent Customer,N,No,14.0,2959.0,23.0,2017-12-19,True,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244.0,old,Trisha Neasham
180.0,216 Barnett Junction,4120,QLD,Australia,8,Trisha,Neasham,Female,16,1971-09-17 00:00:00,Web Designer III,Argiculture,Affluent Customer,N,No,14.0,5670.0,75.0,2017-05-17,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859.0,old,Trisha Neasham
180.0,216 Barnett Junction,4120,QLD,Australia,8,Trisha,Neasham,Female,16,1971-09-17 00:00:00,Web Designer III,Argiculture,Affluent Customer,N,No,14.0,7905.0,19.0,2017-07-25,False,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880.0,old,Trisha Neasham
180.0,216 Barnett Junction,4120,QLD,Australia,8,Trisha,Neasham,Female,16,1971-09-17 00:00:00,Web Designer III,Argiculture,Affluent Customer,N,No,14.0,8183.0,10.0,2017-01-30,False,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701.0,old,Trisha Neasham
180.0,216 Barnett Junction,4120,QLD,Australia,8,Trisha,Neasham,Female,16,1971-09-17 00:00:00,Web Designer III,Argiculture,Affluent Customer,N,No,14.0,12090.0,81.0,2017-06-17,False,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429.0,old,Trisha Neasham
180.0,216 Barnett Junction,4120,QLD,Australia,8,Trisha,Neasham,Female,16,1971-09-17 00:00:00,Web Designer III,Argiculture,Affluent Customer,N,No,14.0,19145.0,38.0,2017-03-14,True,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618.0,old,Trisha Neasham
180.0,216 Barnett Junction,4120,QLD,Australia,8,Trisha,Neasham,Female,16,1971-09-17 00:00:00,Web Designer III,Argiculture,Affluent Customer,N,No,14.0,19253.0,78.0,2017-01-23,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193.0,old,Trisha Neasham
181.0,8256 Annamark Court,3638,VIC,Australia,1,Pavla,Braunle,Female,49,1982-11-21 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,9.0,5063.0,85.0,2017-09-04,False,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,42218.0,old,Pavla Braunle
181.0,8256 Annamark Court,3638,VIC,Australia,1,Pavla,Braunle,Female,49,1982-11-21 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,9.0,5847.0,98.0,2017-06-27,True,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002.0,old,Pavla Braunle
181.0,8256 Annamark Court,3638,VIC,Australia,1,Pavla,Braunle,Female,49,1982-11-21 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,9.0,9860.0,64.0,2017-10-26,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047.0,old,Pavla Braunle
181.0,8256 Annamark Court,3638,VIC,Australia,1,Pavla,Braunle,Female,49,1982-11-21 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,9.0,10705.0,77.0,2017-05-25,False,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0,old,Pavla Braunle
181.0,8256 Annamark Court,3638,VIC,Australia,1,Pavla,Braunle,Female,49,1982-11-21 00:00:00,Senior Editor,Manufacturing,Mass Customer,N,No,9.0,17530.0,45.0,2017-11-10,False,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071.0,old,Pavla Braunle
182.0,83012 Dapin Lane,4300,QLD,Australia,4,Lydon,Dahlman,Male,99,1992-11-20 00:00:00,Sales Associate,Financial Services,Affluent Customer,N,Yes,7.0,1560.0,28.0,2017-03-12,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33888.0,old,Lydon Dahlman
182.0,83012 Dapin Lane,4300,QLD,Australia,4,Lydon,Dahlman,Male,99,1992-11-20 00:00:00,Sales Associate,Financial Services,Affluent Customer,N,Yes,7.0,2978.0,75.0,2017-01-17,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,40553.0,old,Lydon Dahlman
182.0,83012 Dapin Lane,4300,QLD,Australia,4,Lydon,Dahlman,Male,99,1992-11-20 00:00:00,Sales Associate,Financial Services,Affluent Customer,N,Yes,7.0,3110.0,48.0,2017-12-17,False,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,37823.0,old,Lydon Dahlman
182.0,83012 Dapin Lane,4300,QLD,Australia,4,Lydon,Dahlman,Male,99,1992-11-20 00:00:00,Sales Associate,Financial Services,Affluent Customer,N,Yes,7.0,3840.0,88.0,2017-10-05,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36367.0,old,Lydon Dahlman
182.0,83012 Dapin Lane,4300,QLD,Australia,4,Lydon,Dahlman,Male,99,1992-11-20 00:00:00,Sales Associate,Financial Services,Affluent Customer,N,Yes,7.0,7927.0,89.0,2017-02-06,False,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,36367.0,old,Lydon Dahlman
182.0,83012 Dapin Lane,4300,QLD,Australia,4,Lydon,Dahlman,Male,99,1992-11-20 00:00:00,Sales Associate,Financial Services,Affluent Customer,N,Yes,7.0,9327.0,5.0,2017-07-01,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,38216.0,old,Lydon Dahlman
182.0,83012 Dapin Lane,4300,QLD,Australia,4,Lydon,Dahlman,Male,99,1992-11-20 00:00:00,Sales Associate,Financial Services,Affluent Customer,N,Yes,7.0,19418.0,46.0,2017-04-04,True,Approved,Solex,Standard,low,medium,1289.85,$74.51,41848.0,old,Lydon Dahlman
183.0,8 Haas Park,2074,NSW,Australia,10,Dannie,Hissie,Female,7,1997-08-05 00:00:00,Geologist III,Retail,Affluent Customer,N,No,3.0,208.0,51.0,2017-05-21,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009.0,old,Dannie Hissie
183.0,8 Haas Park,2074,NSW,Australia,10,Dannie,Hissie,Female,7,1997-08-05 00:00:00,Geologist III,Retail,Affluent Customer,N,No,3.0,847.0,54.0,2017-02-28,False,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,39915.0,old,Dannie Hissie
183.0,8 Haas Park,2074,NSW,Australia,10,Dannie,Hissie,Female,7,1997-08-05 00:00:00,Geologist III,Retail,Affluent Customer,N,No,3.0,5405.0,32.0,2017-06-07,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337.0,old,Dannie Hissie
183.0,8 Haas Park,2074,NSW,Australia,10,Dannie,Hissie,Female,7,1997-08-05 00:00:00,Geologist III,Retail,Affluent Customer,N,No,3.0,9464.0,91.0,2017-09-19,True,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367.0,old,Dannie Hissie
183.0,8 Haas Park,2074,NSW,Australia,10,Dannie,Hissie,Female,7,1997-08-05 00:00:00,Geologist III,Retail,Affluent Customer,N,No,3.0,10195.0,13.0,2017-02-27,False,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560.0,old,Dannie Hissie
183.0,8 Haas Park,2074,NSW,Australia,10,Dannie,Hissie,Female,7,1997-08-05 00:00:00,Geologist III,Retail,Affluent Customer,N,No,3.0,14485.0,9.0,2017-06-01,False,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,33549.0,old,Dannie Hissie
184.0,50 Meadow Ridge Way,2880,NSW,Australia,1,Nappie,Paolo,Male,40,1971-12-13 00:00:00,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7.0,2747.0,92.0,2017-04-29,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,39880.0,old,Nappie Paolo
184.0,50 Meadow Ridge Way,2880,NSW,Australia,1,Nappie,Paolo,Male,40,1971-12-13 00:00:00,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7.0,13687.0,53.0,2017-09-13,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,33455.0,old,Nappie Paolo
184.0,50 Meadow Ridge Way,2880,NSW,Australia,1,Nappie,Paolo,Male,40,1971-12-13 00:00:00,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7.0,15997.0,0.0,2017-11-28,False,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,40336.0,old,Nappie Paolo
186.0,0059 Brentwood Road,4560,QLD,Australia,7,Mireielle,Jeppe,Female,46,1974-05-06 00:00:00,Software Test Engineer I,Financial Services,Mass Customer,N,No,3.0,4513.0,95.0,2017-07-18,False,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874.0,old,Mireielle Jeppe
186.0,0059 Brentwood Road,4560,QLD,Australia,7,Mireielle,Jeppe,Female,46,1974-05-06 00:00:00,Software Test Engineer I,Financial Services,Mass Customer,N,No,3.0,8595.0,90.0,2017-12-07,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0,old,Mireielle Jeppe
186.0,0059 Brentwood Road,4560,QLD,Australia,7,Mireielle,Jeppe,Female,46,1974-05-06 00:00:00,Software Test Engineer I,Financial Services,Mass Customer,N,No,3.0,10203.0,24.0,2017-08-07,True,Approved,Solex,Road,medium,large,1777.8,$820.78,40670.0,old,Mireielle Jeppe
186.0,0059 Brentwood Road,4560,QLD,Australia,7,Mireielle,Jeppe,Female,46,1974-05-06 00:00:00,Software Test Engineer I,Financial Services,Mass Customer,N,No,3.0,14302.0,11.0,2017-02-26,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0,old,Mireielle Jeppe
186.0,0059 Brentwood Road,4560,QLD,Australia,7,Mireielle,Jeppe,Female,46,1974-05-06 00:00:00,Software Test Engineer I,Financial Services,Mass Customer,N,No,3.0,14395.0,11.0,2017-09-03,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0,old,Mireielle Jeppe
186.0,0059 Brentwood Road,4560,QLD,Australia,7,Mireielle,Jeppe,Female,46,1974-05-06 00:00:00,Software Test Engineer I,Financial Services,Mass Customer,N,No,3.0,17950.0,84.0,2017-08-06,False,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339.0,old,Mireielle Jeppe
188.0,4179 Carioca Terrace,2220,NSW,Australia,11,Audry,Seine,Female,54,1975-06-22 00:00:00,Safety Technician II,Property,High Net Worth,N,Yes,13.0,3066.0,72.0,2017-07-24,False,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,36146.0,old,Audry Seine
188.0,4179 Carioca Terrace,2220,NSW,Australia,11,Audry,Seine,Female,54,1975-06-22 00:00:00,Safety Technician II,Property,High Net Worth,N,Yes,13.0,6243.0,9.0,2017-11-21,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455.0,old,Audry Seine
188.0,4179 Carioca Terrace,2220,NSW,Australia,11,Audry,Seine,Female,54,1975-06-22 00:00:00,Safety Technician II,Property,High Net Worth,N,Yes,13.0,14286.0,0.0,2017-10-23,False,Approved,Solex,Standard,medium,medium,71.49,$53.62,38258.0,old,Audry Seine
188.0,4179 Carioca Terrace,2220,NSW,Australia,11,Audry,Seine,Female,54,1975-06-22 00:00:00,Safety Technician II,Property,High Net Worth,N,Yes,13.0,15279.0,95.0,2017-12-15,True,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35667.0,old,Audry Seine
188.0,4179 Carioca Terrace,2220,NSW,Australia,11,Audry,Seine,Female,54,1975-06-22 00:00:00,Safety Technician II,Property,High Net Worth,N,Yes,13.0,15732.0,98.0,2017-12-01,True,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,34170.0,old,Audry Seine
188.0,4179 Carioca Terrace,2220,NSW,Australia,11,Audry,Seine,Female,54,1975-06-22 00:00:00,Safety Technician II,Property,High Net Worth,N,Yes,13.0,18110.0,27.0,2017-09-07,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,38750.0,old,Audry Seine
189.0,59265 Sullivan Junction,3031,VIC,Australia,4,Umberto,Torricella,Male,73,1981-07-19 00:00:00,Safety Technician I,Financial Services,Affluent Customer,N,No,10.0,2613.0,26.0,2017-03-22,False,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,34115.0,old,Umberto Torricella
189.0,59265 Sullivan Junction,3031,VIC,Australia,4,Umberto,Torricella,Male,73,1981-07-19 00:00:00,Safety Technician I,Financial Services,Affluent Customer,N,No,10.0,10274.0,24.0,2017-12-27,False,Approved,Solex,Road,medium,large,1777.8,$820.78,40670.0,old,Umberto Torricella
189.0,59265 Sullivan Junction,3031,VIC,Australia,4,Umberto,Torricella,Male,73,1981-07-19 00:00:00,Safety Technician I,Financial Services,Affluent Customer,N,No,10.0,14408.0,3.0,2017-05-14,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167.0,old,Umberto Torricella
189.0,59265 Sullivan Junction,3031,VIC,Australia,4,Umberto,Torricella,Male,73,1981-07-19 00:00:00,Safety Technician I,Financial Services,Affluent Customer,N,No,10.0,15745.0,15.0,2017-05-30,False,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,38693.0,old,Umberto Torricella
189.0,59265 Sullivan Junction,3031,VIC,Australia,4,Umberto,Torricella,Male,73,1981-07-19 00:00:00,Safety Technician I,Financial Services,Affluent Customer,N,No,10.0,18050.0,39.0,2017-12-19,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336.0,old,Umberto Torricella
190.0,7 Warbler Point,2250,NSW,Australia,9,Hayley,Girardengo,Female,42,1979-02-04 00:00:00,Registered Nurse,Health,Affluent Customer,N,No,10.0,2567.0,28.0,2017-06-06,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455.0,old,Hayley Girardengo
190.0,7 Warbler Point,2250,NSW,Australia,9,Hayley,Girardengo,Female,42,1979-02-04 00:00:00,Registered Nurse,Health,Affluent Customer,N,No,10.0,8510.0,19.0,2017-12-01,True,Cancelled,OHM Cycles,Road,high,large,12.01,$7.21,39880.0,old,Hayley Girardengo
190.0,7 Warbler Point,2250,NSW,Australia,9,Hayley,Girardengo,Female,42,1979-02-04 00:00:00,Registered Nurse,Health,Affluent Customer,N,No,10.0,15455.0,52.0,2017-04-11,False,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220.0,old,Hayley Girardengo
190.0,7 Warbler Point,2250,NSW,Australia,9,Hayley,Girardengo,Female,42,1979-02-04 00:00:00,Registered Nurse,Health,Affluent Customer,N,No,10.0,19223.0,5.0,2017-01-10,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784.0,old,Hayley Girardengo
192.0,0 Bay Center,3196,VIC,Australia,6,Goldi,Osler,Female,2,1978-11-19 00:00:00,Junior Executive,Health,Mass Customer,N,Yes,8.0,3013.0,82.0,2017-01-08,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,35667.0,old,Goldi Osler
192.0,0 Bay Center,3196,VIC,Australia,6,Goldi,Osler,Female,2,1978-11-19 00:00:00,Junior Executive,Health,Mass Customer,N,Yes,8.0,9985.0,91.0,2017-05-15,False,Approved,Solex,Standard,medium,medium,100.35,$75.26,37626.0,old,Goldi Osler
192.0,0 Bay Center,3196,VIC,Australia,6,Goldi,Osler,Female,2,1978-11-19 00:00:00,Junior Executive,Health,Mass Customer,N,Yes,8.0,11047.0,40.0,2017-10-12,False,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38991.0,old,Goldi Osler
192.0,0 Bay Center,3196,VIC,Australia,6,Goldi,Osler,Female,2,1978-11-19 00:00:00,Junior Executive,Health,Mass Customer,N,Yes,8.0,19522.0,4.0,2017-01-04,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573.0,old,Goldi Osler
193.0,10878 Waywood Way,4352,QLD,Australia,7,Foss,Hardes,Male,13,1964-07-22 00:00:00,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12.0,455.0,24.0,2017-08-16,True,Approved,Solex,Road,medium,large,1777.8,$820.78,42710.0,old,Foss Hardes
193.0,10878 Waywood Way,4352,QLD,Australia,7,Foss,Hardes,Male,13,1964-07-22 00:00:00,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12.0,1669.0,58.0,2017-07-04,True,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,34556.0,old,Foss Hardes
193.0,10878 Waywood Way,4352,QLD,Australia,7,Foss,Hardes,Male,13,1964-07-22 00:00:00,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12.0,3880.0,20.0,2017-01-23,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",42560.0,old,Foss Hardes
193.0,10878 Waywood Way,4352,QLD,Australia,7,Foss,Hardes,Male,13,1964-07-22 00:00:00,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12.0,5819.0,77.0,2017-12-06,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,38002.0,old,Foss Hardes
193.0,10878 Waywood Way,4352,QLD,Australia,7,Foss,Hardes,Male,13,1964-07-22 00:00:00,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12.0,14471.0,16.0,2017-09-22,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",35560.0,old,Foss Hardes
194.0,362 Mayer Terrace,4680,QLD,Australia,5,Ursala,Ferrai,Female,4,1974-11-16 00:00:00,Web Developer III,Financial Services,Affluent Customer,N,No,10.0,8483.0,11.0,2017-09-13,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0,old,Ursala Ferrai
194.0,362 Mayer Terrace,4680,QLD,Australia,5,Ursala,Ferrai,Female,4,1974-11-16 00:00:00,Web Developer III,Financial Services,Affluent Customer,N,No,10.0,8911.0,65.0,2017-02-09,False,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145.0,old,Ursala Ferrai
194.0,362 Mayer Terrace,4680,QLD,Australia,5,Ursala,Ferrai,Female,4,1974-11-16 00:00:00,Web Developer III,Financial Services,Affluent Customer,N,No,10.0,10258.0,12.0,2017-08-23,False,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216.0,old,Ursala Ferrai
195.0,43 Upham Crossing,3143,VIC,Australia,9,Talyah,Rylatt,Female,34,1958-11-14 00:00:00,Project Manager,Manufacturing,Mass Customer,N,No,6.0,8545.0,3.0,2017-05-24,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41533.0,old,Talyah Rylatt
195.0,43 Upham Crossing,3143,VIC,Australia,9,Talyah,Rylatt,Female,34,1958-11-14 00:00:00,Project Manager,Manufacturing,Mass Customer,N,No,6.0,10620.0,43.0,2017-12-09,True,Approved,Solex,Standard,medium,medium,1151.96,$649.49,35470.0,old,Talyah Rylatt
195.0,43 Upham Crossing,3143,VIC,Australia,9,Talyah,Rylatt,Female,34,1958-11-14 00:00:00,Project Manager,Manufacturing,Mass Customer,N,No,6.0,12742.0,57.0,2017-11-18,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34586.0,old,Talyah Rylatt
195.0,43 Upham Crossing,3143,VIC,Australia,9,Talyah,Rylatt,Female,34,1958-11-14 00:00:00,Project Manager,Manufacturing,Mass Customer,N,No,6.0,13117.0,3.0,2017-03-08,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,39526.0,old,Talyah Rylatt
195.0,43 Upham Crossing,3143,VIC,Australia,9,Talyah,Rylatt,Female,34,1958-11-14 00:00:00,Project Manager,Manufacturing,Mass Customer,N,No,6.0,13173.0,3.0,2017-03-29,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,34115.0,old,Talyah Rylatt
195.0,43 Upham Crossing,3143,VIC,Australia,9,Talyah,Rylatt,Female,34,1958-11-14 00:00:00,Project Manager,Manufacturing,Mass Customer,N,No,6.0,15270.0,3.0,2017-12-30,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167.0,old,Talyah Rylatt
195.0,43 Upham Crossing,3143,VIC,Australia,9,Talyah,Rylatt,Female,34,1958-11-14 00:00:00,Project Manager,Manufacturing,Mass Customer,N,No,6.0,17424.0,21.0,2017-12-20,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,33552.0,old,Talyah Rylatt
196.0,0 Superior Drive,2747,NSW,Australia,8,Swen,Odhams,Male,90,1966-02-22 00:00:00,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0,12509.0,38.0,2017-03-31,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167.0,old,Swen Odhams
196.0,0 Superior Drive,2747,NSW,Australia,8,Swen,Odhams,Male,90,1966-02-22 00:00:00,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0,13624.0,84.0,2017-05-22,True,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879.0,old,Swen Odhams
196.0,0 Superior Drive,2747,NSW,Australia,8,Swen,Odhams,Male,90,1966-02-22 00:00:00,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0,14685.0,98.0,2017-02-04,False,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470.0,old,Swen Odhams
196.0,0 Superior Drive,2747,NSW,Australia,8,Swen,Odhams,Male,90,1966-02-22 00:00:00,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0,15674.0,56.0,2017-02-16,False,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244.0,old,Swen Odhams
196.0,0 Superior Drive,2747,NSW,Australia,8,Swen,Odhams,Male,90,1966-02-22 00:00:00,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0,16535.0,70.0,2017-01-18,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364.0,old,Swen Odhams
196.0,0 Superior Drive,2747,NSW,Australia,8,Swen,Odhams,Male,90,1966-02-22 00:00:00,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0,17926.0,0.0,2017-08-06,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659.0,old,Swen Odhams
196.0,0 Superior Drive,2747,NSW,Australia,8,Swen,Odhams,Male,90,1966-02-22 00:00:00,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0,18456.0,0.0,2017-02-18,False,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245.0,old,Swen Odhams
196.0,0 Superior Drive,2747,NSW,Australia,8,Swen,Odhams,Male,90,1966-02-22 00:00:00,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0,18560.0,91.0,2017-04-05,False,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922.0,old,Swen Odhams
